54	61	99	93	54
87	73	45	73	63
78	13	33	91	82
81	64	57	54	43
35	91	77	10	95
36	65	87	26	49
80	56	37	67	31
86	35	45	30	43
51	80	81	83	37
23	15	10	45	23
58	81	89	66	46
56	29	37	98	15
54	38	36	68	85
22	10	75	33	13
89	95	29	73	91
18	51	64	79	28
79	15	76	24	95
61	91	34	49	91
82	79	36	40	71
16	54	42	30	91
93	16	41	71	66
74	99	66	17	57
70	32	45	40	28
92	52	90	10	100
21	99	59	69	20
19	56	80	28	62
11	84	40	54	90
58	19	53	93	65
53	13	38	13	80
40	61	70	42	41
94	13	32	29	47
67	60	30	21	78
23	44	73	27	38
95	71	88	64	89
43	23	35	94	49
25	79	99	21	15
92	33	94	40	14
82	49	30	20	54
81	98	93	15	25
19	86	71	85	49
75	66	71	11	61
11	94	94	67	79
96	43	90	99	13
22	21	22	65	95
95	58	17	94	83
26	89	74	60	40
94	17	63	77	39
99	75	34	17	44
25	43	77	10	100
71	80	64	50	26
94	83	99	91	41
86	26	37	83	51
86	91	82	28	38
18	42	79	28	95
92	65	64	84	89
73	45	30	47	67
12	21	60	84	36
36	35	74	76	49
41	96	53	89	87
29	40	18	24	55
32	79	55	26	40
98	31	39	45	19
51	44	28	32	85
68	25	17	99	63
39	30	18	46	12
16	75	85	79	16
56	11	35	27	36
33	87	28	43	10
19	49	32	68	83
59	26	26	54	13
27	78	33	48	78
42	80	48	23	14
10	79	50	84	53
62	99	85	74	85
81	30	44	70	55
50	46	44	86	37
44	57	74	15	86
39	40	14	43	75
26	72	77	69	77
90	58	82	28	83
88	32	20	92	28
85	39	95	99	42
96	75	93	78	61
84	21	56	24	88
48	84	33	66	43
40	83	26	90	40
17	18	96	35	32
68	61	79	22	57
16	20	94	47	39
76	55	88	49	57
50	62	28	95	42
40	48	61	99	63
98	45	94	38	78
17	39	94	76	51
97	85	32	22	42
74	13	37	88	85
96	88	98	12	27
59	56	78	57	82
12	69	72	26	73
66	94	93	22	72
25	14	100	15	15
10	22	24	14	27
68	67	70	96	83
35	23	78	67	54
83	71	84	82	93
11	79	47	19	49
54	50	17	86	82
26	83	76	41	55
19	20	15	34	98
64	71	100	29	54
30	76	93	67	20
35	52	95	29	74
79	80	27	90	42
43	18	14	10	59
12	10	19	97	37
87	93	45	85	55
67	45	15	73	76
91	20	10	49	51
95	11	25	18	13
43	20	20	81	17
68	17	45	39	49
66	76	70	53	23
60	23	80	88	44
48	51	41	87	100
30	30	23	54	39
57	91	62	52	45
14	72	31	85	74
85	40	19	55	19
22	75	64	58	94
30	49	100	71	23
81	14	86	11	82
93	84	50	69	94
55	90	30	46	50
73	64	99	35	36
50	53	31	13	81
46	39	69	71	34
86	62	50	56	53
25	90	60	40	95
71	90	79	76	55
36	16	12	47	95
29	48	58	61	32
28	12	59	67	55
63	92	65	60	64
12	27	45	32	61
18	25	28	46	34
83	44	59	76	71
82	54	81	11	90
21	44	10	30	93
80	28	22	53	17
65	91	25	76	19
93	65	35	13	61
59	11	86	78	87
70	49	18	93	30
14	39	56	21	46
36	75	94	64	23
34	33	28	43	18
99	19	61	62	95
54	83	71	55	100
91	32	39	66	91
49	42	11	33	90
24	94	99	97	24
66	32	21	26	66
90	43	14	84	18
73	37	83	87	66
33	40	85	91	36
71	80	95	62	78
88	84	19	45	84
99	66	80	43	41
91	69	20	92	40
84	87	80	35	15
30	44	59	70	54
67	84	75	100	39
96	92	41	57	22
39	43	49	65	41
55	87	70	83	81
73	83	34	16	14
99	40	81	79	51
52	71	59	79	40
29	69	88	72	89
37	83	87	79	52
61	84	99	32	40
92	100	53	28	27
30	52	10	18	56
89	15	79	63	95
57	65	88	25	51
43	42	23	22	80
53	17	94	36	74
75	97	62	70	87
12	39	37	92	41
28	69	59	12	55
15	87	25	67	83
88	37	87	63	50
54	77	92	61	33
87	47	96	67	37
67	83	21	92	49
65	23	99	32	46
60	95	14	50	47
13	35	95	33	87
93	38	47	32	35
91	50	88	57	61
85	14	29	43	48
59	80	66	85	80
58	93	98	51	34
93	98	31	40	96
48	57	36	96	63
78	43	51	100	100
94	56	85	41	96
18	34	17	56	37
52	35	13	79	38
37	84	54	79	10
52	88	31	88	69
77	47	33	68	53
58	10	34	89	52
60	60	37	70	83
24	99	16	58	99
41	70	77	90	17
68	41	52	51	22
37	26	84	48	68
70	98	94	32	74
53	38	93	86	37
61	32	52	48	44
86	30	10	22	23
23	62	53	74	37
82	63	69	27	47
12	24	39	94	18
30	81	24	30	10
52	10	93	10	70
40	11	66	76	64
12	70	39	57	61
76	62	14	90	47
67	88	85	20	72
57	41	97	32	30
33	19	66	99	68
20	97	99	27	72
33	99	91	15	13
37	46	46	91	28
76	39	33	73	88
37	79	60	23	18
45	27	15	59	11
35	39	38	35	33
24	84	40	54	73
32	24	57	79	62
50	80	75	92	48
15	73	72	80	72
86	85	56	38	80
100	64	24	88	100
67	10	27	60	97
25	72	10	50	27
41	61	25	76	26
69	68	38	19	75
17	18	73	92	96
91	61	29	80	48
17	87	93	65	34
10	31	99	43	53
94	51	64	13	87
73	81	50	53	91
33	23	32	57	11
31	24	37	37	63
90	50	67	66	43
60	44	76	56	93
47	50	62	86	78
67	36	71	76	89
37	46	95	98	98
59	39	61	74	53
43	24	66	58	56
10	45	36	51	37
57	70	92	36	82
57	11	16	44	91
84	17	27	25	30
29	18	33	15	77
47	27	97	21	96
26	45	93	30	74
84	12	91	66	86
68	79	71	19	84
35	41	68	78	49
43	97	35	53	72
26	25	94	72	34
32	80	10	47	43
44	89	76	91	80
56	26	29	29	23
52	11	83	49	16
89	76	23	53	23
13	29	96	64	21
91	62	74	80	10
93	87	22	15	16
86	16	94	95	24
33	90	82	60	46
38	43	20	44	89
98	41	72	98	29
16	44	41	93	18
36	48	37	31	93
57	17	38	33	78
19	58	58	84	10
34	11	78	62	92
16	95	100	34	13
75	21	74	81	98
76	15	93	85	98
23	92	41	55	61
46	85	81	37	49
41	71	99	79	62
88	91	46	57	60
49	38	54	94	66
65	82	92	99	73
50	70	61	73	33
43	82	21	69	48
59	36	82	87	65
94	85	49	58	53
88	59	70	46	86
90	59	70	69	15
66	99	28	27	70
47	83	15	83	38
26	78	82	65	52
47	34	91	45	16
21	53	88	87	82
47	64	44	72	12
49	65	65	30	57
59	34	14	30	60
97	76	26	45	63
73	79	65	67	27
73	69	50	88	39
46	85	92	52	30
85	32	57	76	78
35	42	14	32	53
94	37	15	28	40
87	37	94	22	95
96	98	47	80	94
44	28	27	27	80
19	38	43	60	29
51	64	28	78	61
59	88	45	10	10
60	21	68	34	16
22	71	47	76	97
75	16	61	13	15
75	17	23	22	12
62	89	60	51	27
37	76	36	69	60
56	12	72	30	86
36	49	75	81	34
44	29	72	17	85
63	86	55	59	52
69	56	83	34	86
91	81	45	21	80
11	20	77	11	99
25	58	17	38	81
30	29	28	59	44
15	71	41	47	21
35	95	90	90	43
27	96	21	41	21
72	70	70	44	74
47	91	18	86	22
78	83	94	57	44
49	31	21	81	94
18	54	16	18	81
62	18	55	64	94
46	93	42	19	62
58	80	35	29	25
26	31	85	82	13
59	29	57	86	100
38	18	60	22	48
52	20	92	81	86
16	18	39	89	49
99	45	99	58	46
28	14	30	50	12
47	49	63	37	100
26	26	25	85	66
92	70	22	19	13
68	93	45	34	55
38	69	14	76	49
76	91	20	41	75
90	67	12	60	60
77	85	78	61	79
60	95	84	70	13
67	40	38	56	95
61	15	62	61	36
82	77	40	74	18
30	34	91	80	38
44	13	41	12	14
91	41	77	82	39
14	31	21	51	63
16	45	45	99	46
81	70	41	38	85
16	29	19	85	34
10	55	67	59	40
66	55	29	59	63
87	79	46	61	29
70	79	43	24	98
28	37	61	73	92
36	76	45	27	42
50	91	71	58	43
46	60	59	39	39
30	59	91	44	90
22	63	70	61	68
27	27	37	59	35
13	75	43	55	14
99	93	44	57	100
41	75	27	62	60
77	23	40	82	82
26	80	54	25	100
95	68	86	94	92
82	48	30	81	80
63	58	41	14	99
84	45	79	82	69
18	67	64	98	38
35	52	41	53	67
35	46	74	34	50
45	24	57	23	50
51	64	36	40	23
60	96	33	76	28
56	38	18	50	92
76	62	65	95	27
26	84	84	79	12
29	96	37	14	63
10	39	48	65	18
85	29	32	83	78
16	28	31	80	53
73	70	29	48	55
49	52	18	62	81
67	51	81	45	67
44	85	51	57	41
53	49	34	69	72
90	72	44	28	50
97	29	53	77	11
25	80	40	90	78
47	34	69	29	87
28	74	81	13	22
67	44	33	34	65
71	63	35	36	52
79	28	23	11	79
58	58	20	25	97
69	11	92	77	19
21	68	68	63	11
19	71	50	23	11
39	47	96	60	67
77	40	85	47	49
63	75	75	96	18
58	23	25	66	22
58	96	38	43	90
91	18	84	30	58
99	96	54	69	34
44	76	49	29	14
64	47	18	21	76
88	34	92	67	70
18	65	92	97	77
48	14	69	91	56
22	68	35	57	56
25	70	56	68	94
72	83	81	48	99
14	85	44	84	95
58	35	13	26	96
73	56	67	82	100
96	19	84	85	14
70	50	83	53	34
26	91	73	38	92
87	62	93	15	85
67	100	62	84	56
32	69	73	62	80
55	66	18	35	32
57	21	88	70	13
10	50	53	90	88
46	57	91	50	26
52	13	16	34	33
27	88	33	30	18
55	63	11	31	44
27	15	89	13	47
88	77	65	36	46
26	19	35	20	11
51	80	24	11	45
45	63	20	60	76
59	93	19	84	31
97	10	27	85	61
46	61	67	26	29
46	49	96	45	51
54	42	70	72	71
11	36	28	40	94
50	64	46	46	47
38	25	49	27	17
15	83	90	91	87
10	42	33	51	78
32	89	12	95	10
23	95	39	27	90
62	71	27	73	38
90	10	61	12	47
40	28	58	20	32
21	73	49	61	20
66	83	24	84	46
75	73	63	56	99
88	58	70	13	81
80	57	52	47	68
54	70	99	80	46
23	53	71	72	88
31	75	23	90	89
36	35	47	35	71
63	63	98	17	75
63	51	95	78	27
76	70	74	59	32
28	16	97	92	60
66	100	59	76	26
60	76	62	53	43
31	62	92	52	71
10	41	63	41	81
58	48	12	74	58
67	27	39	31	87
57	55	67	72	65
80	63	37	42	89
37	36	96	45	95
68	68	13	44	99
31	14	82	100	93
11	48	66	39	57
95	60	33	17	84
61	74	10	71	70
51	36	76	70	61
66	17	46	11	39
43	88	32	100	68
26	38	93	12	77
79	69	36	99	67
64	80	100	99	32
70	22	97	75	89
35	28	90	26	79
70	58	86	55	32
76	76	65	50	63
26	31	95	100	37
95	97	63	50	37
100	19	96	98	99
43	65	66	35	64
17	97	44	22	97
91	26	37	100	25
35	33	38	64	25
42	46	88	51	42
11	47	28	29	35
51	72	38	49	94
24	72	90	95	26
27	76	37	10	65
58	59	43	62	10
80	86	59	86	21
62	79	63	67	18
76	94	68	35	15
81	29	18	28	49
100	66	39	45	66
96	45	44	29	19
13	42	37	96	20
79	15	96	23	35
20	86	17	60	83
95	29	60	36	83
68	85	82	37	49
73	65	10	93	42
98	94	18	30	25
55	23	56	52	39
79	36	19	50	23
63	71	61	64	69
37	70	76	17	31
41	18	69	66	39
53	64	42	99	87
72	13	43	41	88
31	42	64	81	85
79	82	69	21	57
100	44	50	58	37
84	71	47	32	87
99	58	17	45	31
46	34	84	72	11
51	73	69	29	77
56	73	43	31	69
68	16	88	63	86
88	54	86	38	20
24	49	68	93	96
18	13	53	27	66
34	41	68	73	32
15	87	86	55	92
92	58	21	53	43
46	29	60	24	18
76	42	53	44	73
34	72	77	29	17
50	36	40	15	94
57	22	79	87	80
63	78	59	35	39
72	100	13	58	55
40	13	92	35	77
14	56	63	97	50
73	98	44	99	42
39	84	66	30	15
43	36	73	92	28
78	94	96	73	56
50	71	21	16	30
72	16	62	60	86
26	20	58	59	61
83	62	99	77	78
50	31	26	66	30
95	61	68	40	75
76	100	19	93	32
29	43	10	70	78
39	46	65	100	12
27	82	21	85	27
72	39	82	85	22
85	33	76	84	85
52	79	29	97	81
14	51	94	17	88
63	58	76	61	23
76	47	97	73	13
23	25	39	80	53
38	85	92	19	30
69	37	83	54	86
34	33	44	53	60
16	57	88	43	89
28	47	40	72	80
39	100	39	42	45
22	19	35	58	38
52	17	56	83	58
25	59	38	56	67
88	26	90	20	59
25	63	12	98	78
14	57	16	24	42
36	14	64	37	20
61	34	75	46	42
17	23	91	37	18
12	25	41	27	73
95	95	72	32	41
63	76	85	48	100
43	49	88	96	29
57	48	47	18	48
28	91	17	41	95
49	94	53	77	91
72	24	27	93	92
95	59	98	32	56
32	52	28	18	12
95	66	43	44	48
95	99	74	92	12
31	80	60	76	62
18	57	25	59	21
37	37	15	54	33
93	42	97	98	26
12	84	89	85	13
39	54	27	23	15
24	11	48	36	43
75	82	97	33	66
20	75	75	98	47
91	94	21	47	74
81	38	61	54	24
16	18	25	37	39
16	97	18	41	39
41	16	92	85	49
81	70	94	20	96
13	20	33	99	53
43	85	28	38	74
78	35	38	81	93
37	24	81	86	82
95	36	56	47	58
14	30	19	21	90
62	74	26	78	13
40	22	28	94	68
28	73	11	92	65
36	97	56	71	74
39	91	57	76	66
25	56	56	65	36
60	29	26	78	44
25	19	58	47	47
25	95	35	11	59
41	16	38	28	57
24	61	36	26	11
77	99	10	73	61
100	75	24	26	95
99	56	89	51	26
94	23	19	62	49
10	98	99	27	51
72	48	10	28	53
25	31	77	45	15
52	67	74	59	70
15	61	88	41	47
52	43	12	18	43
80	12	70	71	21
63	93	28	56	67
69	53	100	57	71
95	60	83	20	27
89	75	82	79	65
72	98	21	59	51
33	95	59	37	38
75	100	96	22	84
52	35	35	88	78
71	60	17	68	33
27	55	31	73	56
46	71	25	50	67
99	100	93	56	14
94	81	68	74	66
70	48	33	40	48
26	42	36	42	82
68	55	22	12	36
99	67	16	57	58
80	59	20	54	61
94	61	24	41	44
77	59	64	83	98
27	90	32	85	87
79	54	53	38	55
56	53	17	74	39
51	68	16	47	26
95	98	86	44	54
84	95	85	52	57
41	97	98	12	20
12	77	22	36	35
50	64	59	19	74
92	36	76	41	85
49	28	73	64	36
17	16	34	46	84
81	30	45	66	64
100	99	61	95	25
96	79	94	60	22
19	91	90	62	100
81	10	73	66	30
28	36	84	34	54
39	100	65	57	68
74	27	57	48	88
30	42	32	12	77
49	61	20	94	18
94	26	42	94	80
86	76	98	86	96
91	49	91	44	58
10	100	89	48	71
52	43	10	88	32
100	97	83	23	80
41	74	60	36	85
85	83	52	18	34
40	92	28	86	97
72	50	68	97	61
17	41	89	14	64
42	78	92	76	54
61	11	28	97	65
55	10	74	51	85
22	12	22	78	73
66	100	16	79	15
61	50	32	79	67
65	60	25	44	99
100	55	99	77	63
64	99	19	41	55
33	54	77	62	29
14	88	26	71	33
61	38	46	25	38
89	50	17	65	38
95	88	50	69	39
87	35	16	29	42
82	76	90	44	83
86	37	18	20	10
59	11	23	54	73
43	17	36	42	39
27	75	44	88	75
36	26	29	14	32
60	88	54	53	43
91	88	83	14	96
40	48	39	35	13
49	68	22	63	84
69	27	30	49	39
22	50	60	96	24
84	59	69	34	38
78	61	53	80	43
23	43	82	96	27
71	35	11	91	53
66	10	99	25	14
72	45	60	43	14
95	98	98	72	53
89	90	91	45	77
98	48	86	28	54
14	21	84	36	58
26	63	53	79	88
32	24	10	64	99
28	39	28	23	38
83	67	10	29	32
56	78	51	100	83
88	31	37	53	33
72	70	18	34	18
67	94	100	99	50
43	53	15	91	94
71	56	66	37	57
53	14	31	85	36
91	62	18	27	85
15	71	50	75	86
62	39	19	63	13
65	61	27	64	46
11	63	82	54	70
38	100	98	80	16
86	36	79	59	25
23	29	73	74	47
17	49	25	62	95
57	94	86	100	36
20	69	16	61	18
19	29	81	42	89
33	27	97	35	12
44	53	72	30	48
44	22	26	45	19
67	75	61	74	83
88	72	49	16	33
86	19	38	81	36
28	93	71	83	89
97	89	24	59	38
17	17	40	89	42
34	60	91	92	65
44	94	15	52	40
96	22	39	78	79
34	88	25	11	99
14	41	45	62	18
63	49	38	44	77
76	89	52	88	71
55	77	88	29	16
63	97	90	90	61
48	19	86	94	57
56	54	21	81	23
75	44	26	51	52
100	10	40	75	91
76	93	85	91	67
59	100	12	35	18
91	100	40	96	89
40	12	47	43	43
98	19	58	17	73
99	81	48	59	34
22	12	22	82	79
72	12	31	45	13
13	80	48	76	81
59	10	96	79	26
10	36	84	30	63
54	31	62	38	27
83	79	34	17	94
78	67	97	86	38
47	73	49	64	54
81	56	71	50	12
51	97	46	36	21
58	78	15	63	20
62	98	94	85	84
32	93	47	86	89
18	34	36	88	14
55	27	22	75	67
90	22	33	59	97
70	100	12	95	12
100	37	58	35	62
94	59	92	42	51
95	85	76	23	72
54	45	61	79	94
34	10	95	63	84
28	27	87	49	93
44	87	88	76	46
94	96	75	96	23
81	55	57	91	43
23	73	71	29	12
36	51	34	50	89
11	52	57	28	86
49	43	10	37	89
51	57	58	57	97
16	63	96	80	54
25	66	37	68	30
94	61	74	13	75
73	97	44	95	17
16	67	40	85	70
85	92	65	94	28
64	58	24	86	34
25	83	10	28	69
63	25	82	82	76
99	54	10	87	96
33	16	99	68	80
18	70	87	41	21
38	78	40	67	92
78	24	27	64	96
50	12	42	32	47
87	100	23	81	29
23	89	70	92	66
70	89	13	81	26
99	39	13	67	16
66	19	94	99	73
39	19	61	91	54
23	69	19	39	94
53	57	74	16	85
11	13	47	46	52
80	86	80	10	71
46	66	96	13	33
83	56	52	57	64
54	56	68	16	76
58	92	19	65	46
94	46	40	35	21
19	48	19	18	63
96	44	33	37	33
77	32	80	40	89
73	71	41	59	45
88	82	40	56	73
15	23	96	44	55
80	12	13	41	93
66	98	48	61	61
93	47	76	74	72
60	91	20	81	38
77	73	85	88	58
78	75	52	34	13
51	94	70	93	26
19	48	19	90	22
78	26	36	43	46
53	31	76	91	94
100	89	20	82	39
75	11	49	10	74
70	35	70	17	99
53	55	54	48	87
29	57	85	54	27
50	95	58	33	78
73	15	96	77	98
27	69	76	25	84
51	76	85	69	38
29	59	54	88	20
96	15	48	84	43
44	14	35	67	73
43	35	74	46	55
64	42	72	70	47
92	85	66	32	100
99	58	41	86	59
74	91	53	98	59
65	81	91	61	92
75	36	10	54	90
68	89	84	42	96
51	22	50	14	14
88	55	80	34	75
77	58	17	20	89
11	34	49	23	87
88	75	29	37	17
69	83	100	81	57
46	55	32	18	32
94	83	34	68	10
68	100	98	92	49
18	54	90	34	82
87	82	15	24	51
44	11	57	20	22
13	93	16	77	73
65	16	83	72	62
79	80	82	90	29
73	42	65	55	62
70	17	34	54	49
53	87	52	38	68
32	84	75	100	68
45	88	15	43	79
45	50	98	17	98
81	15	33	26	83
18	65	15	60	76
30	76	84	63	85
97	36	17	35	71
74	23	96	53	45
69	74	24	70	94
35	85	87	25	24
84	83	71	96	23
64	96	55	82	77
51	45	87	96	41
98	39	45	70	48
76	82	90	65	58
59	10	46	19	23
73	44	78	14	72
17	78	84	78	27
93	35	51	26	47
44	66	75	11	88
48	21	92	53	71
83	15	92	10	80
76	10	62	75	49
75	40	37	34	48
72	79	63	89	19
32	53	97	91	95
76	78	97	27	69
92	24	12	20	84
24	17	60	13	79
86	79	50	64	95
95	53	18	52	73
33	99	86	38	75
53	11	17	49	98
42	20	86	82	97
76	28	100	20	63
17	60	96	21	36
49	74	20	51	12
89	88	30	97	27
71	23	43	16	73
70	34	81	38	13
86	44	34	39	67
65	92	82	53	18
91	25	34	97	87
55	68	47	15	48
16	25	86	10	40
31	45	88	76	37
37	45	35	43	41
82	87	57	57	50
91	85	50	85	17
19	40	70	54	90
49	24	63	82	46
42	86	45	99	31
24	59	68	27	58
99	66	70	11	87
60	36	67	76	31
49	19	59	11	81
39	34	29	29	24
94	62	92	89	75
56	41	84	40	52
54	55	97	63	21
38	73	24	22	25
93	15	80	22	82
54	48	35	26	98
39	47	67	48	19
67	93	84	29	47
32	84	69	56	66
85	82	36	70	100
74	60	53	78	12
31	68	23	59	68
29	37	98	78	87
85	97	96	30	13
47	18	55	12	91
15	54	83	59	64
30	75	54	52	12
97	95	31	20	35
89	77	50	98	60
32	78	11	67	14
47	96	51	18	77
23	14	34	13	27
92	89	62	20	66
31	46	15	14	74
94	25	88	93	75
45	49	95	30	40
83	97	97	90	23
94	81	22	78	51
35	24	50	20	72
81	10	37	57	23
48	85	39	13	41
18	84	85	87	76
24	82	96	43	20
28	70	30	99	66
97	75	38	82	96
62	95	73	80	65
27	15	38	20	77
57	53	27	28	78
21	81	99	61	100
96	44	75	36	88
13	51	91	83	23
15	89	20	74	80
69	70	82	20	18
14	39	50	39	29
46	51	54	35	19
99	62	83	87	60
23	82	62	50	85
34	40	22	78	64
28	93	82	44	76
71	83	48	25	20
94	79	13	28	75
81	54	80	76	57
84	82	81	89	60
57	99	82	64	53
91	75	88	13	35
54	73	15	83	41
74	24	36	13	77
93	78	15	15	96
29	52	24	30	74
33	69	77	25	93
32	47	58	71	86
76	95	20	43	36
78	80	60	19	14
12	45	32	74	93
61	95	71	54	59
46	11	31	16	45
83	61	53	34	79
52	39	12	25	39
87	69	14	73	67
39	71	20	15	31
54	22	30	100	66
81	32	22	38	10
99	17	32	50	31
77	28	76	14	58
76	52	65	67	77
47	100	52	87	66
55	14	48	21	32
11	98	41	54	62
33	41	46	73	23
65	93	27	53	25
67	56	21	23	95
48	55	19	80	74
53	85	35	71	19
84	67	40	18	36
46	29	15	50	71
70	24	50	19	42
81	97	93	20	16
64	54	27	64	59
45	40	48	74	50
45	24	81	68	31
41	10	30	88	80
33	81	27	16	86
27	15	23	55	52
99	88	22	100	70
59	66	63	43	60
29	81	21	42	25
48	65	56	16	82
34	80	55	78	61
72	40	97	70	62
61	37	52	62	38
91	63	56	68	45
70	39	95	76	64
97	24	33	75	50
49	64	54	32	89
27	25	88	54	47
52	38	69	63	63
41	87	66	86	10
13	43	61	87	70
20	29	22	88	57
82	47	72	97	71
90	89	71	71	65
28	72	82	71	53
49	51	27	69	14
88	50	96	85	37
57	85	13	25	31
34	20	16	97	38
59	18	65	65	27
77	43	56	51	40
22	99	45	97	57
82	70	23	10	51
85	63	74	64	61
14	12	84	54	54
39	43	53	33	38
59	17	52	45	19
98	36	86	51	67
31	90	95	16	16
50	36	83	97	58
73	44	19	14	32
77	68	62	81	58
48	97	50	12	26
96	83	93	23	19
36	69	35	46	15
80	97	78	98	19
47	42	71	52	55
84	74	63	90	79
92	78	73	14	36
99	78	68	79	43
33	88	72	83	84
91	14	68	97	27
100	81	46	33	87
83	30	25	97	99
17	58	98	21	89
78	89	46	39	78
77	93	81	65	31
91	59	33	16	40
52	68	88	93	59
24	54	23	76	25
95	99	21	15	100
87	38	20	71	20
89	92	13	73	28
82	53	68	21	14
72	31	12	64	17
93	60	13	53	49
96	68	90	81	90
12	64	77	94	28
24	16	91	81	19
45	76	70	90	81
46	51	75	11	21
63	84	51	86	66
12	40	42	70	83
19	23	83	85	25
87	63	61	31	52
23	20	17	77	99
84	15	55	72	94
28	92	20	45	11
54	22	96	85	10
40	36	90	69	34
28	78	66	49	29
21	48	38	75	51
86	26	87	95	82
10	21	18	24	75
36	57	15	79	17
11	71	85	44	67
39	37	82	38	53
23	79	53	84	38
26	27	34	59	71
44	52	35	86	75
73	39	92	17	55
84	37	59	55	23
100	99	95	71	71
47	46	90	32	87
46	80	10	64	78
100	56	27	69	56
37	33	55	32	81
53	50	84	63	65
65	13	52	38	64
78	92	27	85	54
31	35	64	98	35
59	96	30	82	44
32	28	16	41	39
15	20	94	64	21
29	98	89	49	92
34	79	100	68	91
10	74	83	79	84
86	16	47	23	72
88	23	42	100	58
42	84	22	95	67
28	95	86	45	57
