416	534	265	564
35	259	528	367
552	269	192	512
68	318	283	29
538	131	72	327
33	163	431	274
534	45	219	217
141	163	165	29
263	581	119	112
305	319	342	49
226	102	306	334
389	87	328	329
553	181	419	467
323	512	513	124
562	105	325	383
386	466	422	228
290	461	168	519
192	222	82	116
370	124	565	178
36	60	202	452
238	315	65	434
308	160	160	113
288	46	73	594
480	334	479	218
132	566	489	223
56	286	579	114
143	540	538	517
568	170	252	247
32	171	126	154
360	366	353	297
248	32	46	554
407	321	46	52
340	301	168	407
280	134	320	464
125	230	459	503
100	142	308	398
566	320	288	494
486	38	277	474
460	486	416	252
289	105	474	234
411	239	29	220
565	135	343	252
100	594	179	502
371	442	269	438
241	442	518	381
112	447	587	72
356	214	433	494
383	469	361	160
592	527	86	544
486	362	564	511
219	43	56	203
361	282	53	277
305	179	577	162
336	25	42	153
342	535	252	462
430	587	557	111
331	230	432	337
336	54	334	136
411	515	183	515
547	318	379	176
406	213	510	42
165	366	47	177
395	299	52	467
200	224	100	447
474	135	551	490
262	129	419	427
597	387	549	556
563	251	269	304
183	527	451	462
543	25	504	44
360	252	491	524
312	482	225	501
548	199	571	542
132	333	27	155
243	572	103	208
235	532	533	413
504	516	303	511
332	408	409	220
484	579	207	69
340	171	419	24
277	187	35	395
323	395	536	547
137	310	149	549
66	373	590	416
465	239	497	293
599	520	571	555
61	396	268	237
509	525	522	354
65	258	394	170
82	451	83	175
582	260	572	73
493	300	471	344
109	566	180	561
386	325	202	188
514	55	22	121
478	239	364	232
576	178	86	155
470	439	470	43
41	387	566	223
338	589	517	536
57	371	405	283
483	467	321	78
411	514	544	526
415	550	131	231
587	470	567	336
39	115	207	321
131	121	516	198
480	555	498	324
282	237	476	179
368	59	66	578
386	515	371	434
51	309	361	241
578	314	184	410
541	186	345	193
177	43	216	221
352	267	34	196
419	428	401	290
473	485	458	583
382	165	263	498
124	428	276	368
551	259	351	196
427	44	80	592
261	379	306	241
424	360	139	356
560	558	499	124
35	352	436	228
97	104	223	515
52	309	104	248
341	448	326	469
163	230	39	170
351	484	522	436
153	393	280	56
429	120	275	306
568	210	227	344
203	331	89	442
292	153	416	212
100	170	245	42
87	549	159	287
344	589	205	87
310	211	349	391
139	237	100	475
299	233	100	402
506	126	370	358
86	130	280	131
459	449	415	66
115	360	374	344
524	136	358	308
72	542	34	80
153	460	191	244
545	61	560	115
389	576	591	174
582	46	357	166
213	101	115	233
374	198	416	419
527	374	38	443
94	143	405	363
142	118	579	320
258	559	124	272
373	395	70	301
520	376	457	295
506	464	252	49
330	258	467	380
180	379	145	505
266	209	364	50
120	543	88	552
381	528	153	449
319	314	565	481
354	502	331	349
419	559	412	347
98	447	130	276
520	338	75	388
217	265	443	366
365	40	501	341
28	149	586	77
111	120	369	569
308	168	192	130
61	540	437	395
74	320	66	519
201	256	87	433
484	444	269	159
318	387	406	191
84	476	77	541
424	495	102	139
361	215	427	412
428	461	319	436
382	204	92	49
129	476	151	136
55	575	412	236
248	315	239	23
510	301	273	247
526	397	67	137
594	363	440	444
39	535	247	196
243	469	472	352
212	539	318	237
483	278	375	196
380	30	440	87
533	417	331	272
302	416	244	80
182	496	269	77
567	211	103	378
507	271	191	153
257	128	527	298
430	597	591	124
144	360	558	372
400	53	450	391
174	47	353	519
109	420	208	307
542	446	246	451
430	508	519	363
398	530	451	447
511	507	456	436
90	87	255	369
341	442	123	91
460	341	110	539
197	327	149	138
512	419	101	131
143	484	426	108
308	550	193	342
508	564	329	460
113	579	258	283
325	268	209	545
342	27	433	542
66	264	108	235
366	100	308	140
60	482	338	171
49	401	561	296
381	197	252	566
207	544	229	137
374	128	25	523
157	177	420	148
222	189	32	121
82	199	291	85
323	539	278	338
34	392	544	223
226	472	229	556
152	451	567	353
586	563	281	428
303	596	83	554
590	137	106	577
291	505	97	255
465	331	157	360
585	494	508	30
346	276	426	88
334	43	439	102
539	230	341	544
300	572	592	132
359	464	216	131
232	476	262	291
506	235	266	386
528	391	123	186
284	480	487	416
268	79	463	145
112	282	384	48
420	352	226	540
278	26	24	273
454	75	572	290
221	457	403	236
377	238	241	563
506	74	479	93
33	517	83	49
526	135	356	374
300	120	321	322
263	482	341	441
205	82	514	522
273	307	143	390
216	217	379	495
539	209	469	146
41	460	581	141
241	341	409	58
280	131	161	105
463	157	327	312
55	111	276	587
583	101	331	156
149	104	103	87
579	311	163	391
298	56	561	236
498	34	245	274
215	270	336	498
50	566	121	154
194	452	99	272
478	540	286	223
353	562	354	523
437	398	489	45
531	465	565	330
21	233	70	524
373	94	261	91
438	492	400	101
580	88	371	387
182	450	47	394
296	126	430	153
304	120	173	549
199	466	119	413
318	561	217	79
319	329	37	561
154	79	260	265
229	544	96	472
389	45	416	240
176	448	415	238
92	360	434	573
185	83	182	378
408	36	59	567
540	395	449	306
330	255	568	100
218	100	461	133
173	298	570	75
195	85	312	148
214	299	221	181
192	189	552	213
49	60	94	435
373	28	403	488
197	580	363	514
146	178	20	403
258	119	362	421
155	167	330	51
163	400	324	189
345	489	393	589
349	375	172	139
103	497	122	182
493	92	215	515
370	448	141	568
182	357	541	376
321	47	88	419
480	555	455	314
92	304	260	80
512	498	292	465
132	113	552	30
477	280	226	594
191	554	193	158
215	256	88	244
208	370	420	87
116	554	513	128
271	122	334	47
28	326	555	291
70	54	34	88
292	330	25	251
100	381	392	67
584	515	220	112
287	58	416	437
248	559	516	411
241	556	32	546
390	46	111	530
235	342	309	436
432	174	37	105
52	150	529	120
45	546	349	362
317	83	566	420
170	73	351	80
197	450	132	535
95	320	177	338
488	488	48	421
193	383	476	323
67	328	310	365
238	178	576	147
435	434	500	117
217	52	442	68
391	22	529	533
583	271	153	156
86	365	272	249
355	269	67	38
362	600	228	273
268	585	242	545
485	102	576	358
413	527	387	247
289	436	592	119
507	205	416	190
508	465	411	121
257	585	70	415
26	253	305	551
521	188	474	221
427	250	77	281
155	386	321	386
191	434	417	356
544	351	324	343
453	303	443	493
47	144	577	486
528	444	260	277
209	498	115	465
579	198	203	140
347	190	373	524
146	387	312	240
93	449	270	496
363	281	481	270
390	599	413	119
588	32	495	584
484	401	237	256
498	27	214	409
103	38	282	84
132	381	152	184
412	130	382	200
34	375	316	481
81	577	538	355
102	379	310	435
136	353	443	482
503	500	226	72
85	53	271	394
42	119	451	400
367	586	458	375
182	436	597	51
118	353	286	374
161	50	381	457
49	512	155	471
193	510	351	20
548	61	583	593
573	587	482	570
421	554	315	443
561	253	180	231
157	160	397	374
264	51	376	232
121	528	248	311
114	230	280	141
350	531	533	237
478	194	338	537
318	220	66	150
66	72	420	289
399	496	543	335
538	35	213	178
276	226	567	233
576	575	505	39
115	572	309	158
84	344	275	563
535	310	366	409
462	365	380	292
59	241	276	207
126	36	308	322
42	254	49	528
576	483	265	339
77	338	484	540
437	152	153	75
330	394	566	142
328	521	232	282
413	315	139	472
85	445	345	25
473	336	217	594
527	90	312	313
518	475	38	239
153	156	579	568
539	78	57	76
221	55	169	596
262	567	22	61
476	496	90	230
120	34	49	232
381	125	594	90
530	275	394	272
581	250	214	32
59	263	288	40
570	214	418	93
55	37	441	327
225	592	528	121
592	81	314	359
188	485	305	416
324	490	345	253
234	511	206	64
459	380	341	543
563	146	98	241
415	140	522	125
416	340	228	193
431	570	253	581
487	494	353	475
102	191	544	107
566	348	551	340
332	422	598	262
324	322	197	165
70	205	71	33
428	506	341	499
72	317	391	188
186	534	467	252
367	305	62	548
474	164	404	83
477	495	326	305
39	456	575	491
95	576	436	598
551	528	447	440
446	187	76	187
46	440	338	476
273	557	151	227
355	181	483	474
414	191	233	579
59	305	200	494
211	99	206	75
592	92	422	319
531	45	466	206
508	497	369	242
466	213	405	600
418	57	222	238
584	89	378	78
159	565	131	574
226	597	149	208
576	347	511	145
477	73	521	264
339	32	600	589
104	390	251	554
469	177	538	415
209	24	328	157
122	351	525	518
328	211	47	285
488	404	205	305
422	195	40	500
76	415	459	593
430	540	31	154
402	161	267	578
150	298	258	65
441	256	169	313
43	301	452	277
173	361	101	59
366	188	283	472
332	114	115	205
586	218	440	321
235	464	590	196
164	515	252	332
153	339	482	82
463	513	99	461
35	598	37	469
256	520	300	533
499	434	94	404
531	39	514	157
389	56	528	374
238	460	59	353
123	358	332	349
402	593	307	222
503	591	92	582
55	571	249	480
507	427	130	292
38	449	514	23
243	418	287	101
571	190	285	369
598	500	66	339
114	408	389	488
379	580	91	70
432	74	568	594
148	392	198	82
456	240	355	220
517	399	238	390
39	469	271	314
78	479	373	307
325	44	319	408
97	34	220	359
291	120	335	362
64	549	177	263
170	357	580	515
67	185	562	519
33	452	235	487
530	235	21	363
337	296	307	265
32	414	410	358
52	359	431	123
267	518	538	563
212	323	528	40
179	490	378	28
210	73	498	524
208	45	32	68
230	446	75	228
195	104	281	481
250	295	163	308
110	429	257	591
548	304	406	496
47	192	281	290
161	77	562	118
411	454	367	577
476	234	520	160
518	428	313	188
291	249	277	599
69	562	492	381
179	400	414	382
145	390	286	40
141	374	394	357
163	534	258	111
403	328	172	153
268	405	529	453
339	348	507	547
165	151	394	79
215	249	296	582
513	258	279	520
167	154	543	163
278	96	542	542
261	571	233	52
197	520	351	30
294	344	184	363
536	457	55	332
270	175	590	234
93	510	351	475
207	552	233	164
36	496	171	43
406	73	383	207
397	46	217	213
466	464	340	142
195	418	200	561
76	52	588	399
460	507	335	473
377	179	565	145
407	75	278	301
66	575	245	303
587	150	534	37
320	520	382	504
428	569	236	24
444	492	276	108
438	367	446	432
590	561	548	213
233	358	43	368
326	227	366	443
209	136	191	31
306	428	68	165
320	131	502	563
379	587	590	565
332	63	317	90
106	561	378	545
54	449	148	220
272	164	167	392
418	297	534	144
177	224	395	473
360	581	33	240
177	228	386	54
123	156	340	549
550	470	137	252
501	246	450	441
261	428	298	111
418	574	598	576
275	64	203	59
268	584	168	385
498	280	584	330
403	300	577	335
87	114	186	190
567	402	114	163
77	349	227	83
272	591	563	230
165	86	404	590
557	133	490	75
498	355	95	122
53	127	72	222
600	458	67	406
394	174	445	540
259	360	501	391
71	562	58	246
231	39	363	469
447	25	458	175
351	266	510	97
321	268	131	377
265	150	506	103
156	459	247	371
155	572	535	255
208	570	527	460
208	511	275	182
572	556	199	445
562	422	420	518
565	498	400	132
532	465	503	499
490	532	138	138
561	597	146	347
247	530	132	120
270	383	201	74
376	418	263	76
197	257	400	539
525	359	43	585
48	27	531	346
526	164	595	296
500	201	343	388
65	176	343	201
286	428	218	472
281	575	380	162
106	275	77	84
509	272	92	315
50	315	576	154
463	492	546	356
491	363	90	151
571	93	172	147
528	216	80	439
456	456	586	507
562	32	318	48
384	238	145	510
206	487	531	449
327	51	123	123
294	348	91	440
219	270	372	179
76	183	167	298
104	268	565	376
593	354	210	541
540	216	303	362
86	295	205	180
380	182	196	177
113	91	432	389
365	473	234	281
38	29	482	222
531	533	542	23
540	368	243	165
106	323	596	582
395	350	547	170
254	553	417	315
242	421	199	404
93	59	45	409
108	282	195	332
384	527	536	86
401	501	389	50
266	344	234	202
557	555	51	225
333	525	161	163
287	405	398	600
452	153	48	440
206	233	298	510
579	535	296	303
119	366	393	339
438	398	69	92
352	412	337	342
485	501	413	191
594	520	467	421
284	37	221	418
186	350	510	132
514	245	442	460
92	414	411	551
168	159	584	353
594	42	153	377
369	112	538	338
313	497	220	327
429	570	422	511
167	490	177	474
600	599	288	260
290	515	66	36
463	44	483	148
431	565	88	95
522	338	260	346
297	153	374	137
539	131	487	496
410	389	508	503
344	259	386	247
345	565	183	154
174	74	279	29
49	369	114	346
225	246	227	202
153	255	196	475
38	571	239	143
377	479	110	550
587	437	584	495
314	77	298	214
170	260	402	274
415	214	24	250
588	426	409	495
244	161	564	71
473	266	531	27
138	243	557	524
494	569	140	558
108	423	481	106
156	576	540	597
235	221	366	167
277	200	411	175
443	95	554	460
330	106	187	217
594	281	227	508
97	387	44	86
473	252	78	503
516	144	224	523
551	81	164	428
315	538	199	55
132	263	432	584
313	291	88	258
566	83	368	494
25	115	172	316
416	261	23	315
308	367	171	412
235	532	374	534
68	360	348	45
78	398	158	43
163	56	337	578
38	417	300	297
205	263	483	25
438	72	27	61
306	517	30	587
62	484	463	558
592	348	516	540
29	277	593	254
430	517	82	290
572	490	140	279
523	565	489	179
555	159	435	210
368	249	60	58
534	571	29	36
214	146	32	79
340	358	98	95
492	425	177	449
330	419	541	508
70	124	396	314
293	411	319	256
199	344	254	566
501	385	571	238
433	193	523	218
21	336	249	574
508	323	206	360
124	80	552	557
69	225	374	49
215	352	44	497
396	125	87	212
293	410	561	44
330	270	119	387
483	356	67	269
548	548	432	535
388	154	119	160
450	249	594	575
100	553	314	449
588	213	275	210
419	303	125	282
443	367	429	24
306	401	560	533
303	303	365	235
198	457	388	559
269	538	442	103
25	240	223	479
137	429	97	514
119	452	97	439
24	471	76	98
338	145	243	501
115	350	472	67
577	578	96	320
51	263	343	38
589	344	232	578
399	293	250	331
135	520	103	405
339	504	130	451
418	397	137	488
335	378	204	221
220	531	115	541
89	533	553	563
205	45	354	100
390	37	580	246
335	412	126	384
256	533	228	219
187	483	74	74
400	46	513	77
475	197	535	376
419	348	315	290
404	386	324	336
159	550	576	211
113	296	499	221
292	190	390	73
202	599	30	191
323	345	251	331
262	67	516	320
62	106	266	59
213	38	446	480
360	42	571	119
464	165	267	155
587	419	261	430
381	240	426	468
26	581	337	99
360	471	332	221
308	509	165	343
527	47	457	128
423	173	422	92
265	556	57	390
460	267	224	336
339	127	321	527
182	462	276	24
519	445	414	120
292	316	21	144
414	197	485	88
191	189	121	319
169	126	553	123
503	355	293	597
127	425	30	33
363	356	309	293
236	296	576	499
328	545	121	28
232	306	505	249
541	372	202	54
357	353	585	564
64	125	305	548
87	288	51	433
511	379	589	186
195	482	370	288
